"ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_depto_ubicacion","cole_genero","cole_jornada","cole_naturaleza","fami_educacionmadre","fami_educacionpadre","estu_genero","fami_estratovivienda","fami_personashogar","fami_cuartoshogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"RURAL","N","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","","","F","","7 a 8","Cuatro","No","Si","","46.0","51.0","38","41","48","223"
"RURAL","N","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","","","F","","7 a 8","Cuatro","No","Si","","46.0","51.0","38","41","48","223"
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 1","Cuatro","Cuatro","No","No","No","57.0","54.0","50","56","47","261"
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","M","Estrato 2","Cuatro","Dos","No","No","No","46.0","42.0","44","48","37","215"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria completa","M","Estrato 2","Dos","Uno","No","No","No","54.92","35.59",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","FEMENINO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional incompleta","F","","Cuatro","Tres","No","Si","Si","50.0","49.0",,,,
"RURAL","N","A","TÉCNICO","META","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Cuatro","No","No","No","36.0","42.0",,,,
"URBANO","N","A","ACADÉMICO","CALDAS","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 1","Tres","Dos","No","Si","No","35.0","33.0",,,,
"URBANO","N","B","ACADÉMICO","CAUCA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional incompleta","Educación profesional incompleta","F","Estrato 5","5 a 6","Tres","Si","Si","Si","73.0","79.0","78","72","79","383"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","No sabe","No sabe","F","Estrato 2","Cinco","Tres","No","Si","Si","23.0","36.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CHOCO","FEMENINO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Tres","No","No","No","41.0","40.0","35","37","40","191"
"RURAL","","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","M","Estrato 1","Seis","Dos","No","Si","No","33.0","44.0",,,,
"RURAL","","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Seis","Tres","No","No","No","43.0","44.0","56","53","59","261"
"URBANO","","A","NO APLICA","CHOCO","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","3 a 4","Tres","Si","Si","Si","41.0","37.0","41","32","47","197"
"URBANO","","A","NO APLICA","CHOCO","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","3 a 4","Tres","Si","Si","Si","41.0","37.0","41","32","47","197"
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cinco","Dos","No","No","No","68.0","45.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","NO OFICIAL","No sabe","No sabe","F","Estrato 3","Cinco","Tres","Si","Si","Si","40.0","23.0","36","40","37","172"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cuatro","Tres","No","Si","Si","50.1","42.46",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","F","Estrato 3","3 a 4","Tres","Si","Si","Si","58.0","62.0","59","55","62","297"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","F","Estrato 3","3 a 4","Tres","Si","Si","Si","58.0","62.0","59","55","62","297"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","F","Estrato 2","Ocho","Tres","No","Si","Si","39.0","35.0",,,,
"RURAL","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Educación profesional completa","M","Estrato 1","Siete","Tres","No","Si","Si","44.0","55.0","52","52","54","263"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 2","Tres","Dos","Si","Si","No","43.0","46.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","F","Estrato 1","Seis","Dos","No","No","No","40.0","57.0","42","55","45","245"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Ninguno","F","Estrato 6","3 a 4","Tres","No","Si","Si","47.0","46.0","45","53","68","263"
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Educación profesional completa","F","Estrato 2","Seis","Cuatro","No","No","No","56.82","50.82",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 3","Cinco","Cuatro","Si","Si","Si","41.0","40.0","41","41","41","203"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","TARDE","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","7 a 8","Uno","No","No","No","76.0","78.0","68","68","64","350"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","TARDE","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","7 a 8","Uno","No","No","No","76.0","78.0","68","68","64","350"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","No sabe","Secundaria (Bachillerato) incompleta","M","Estrato 3","Cuatro","Tres","No","No","Si","51.0","60.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Dos","No","No","No","45.0","39.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cinco","Tres","No","No","No","44.0","56.0","62","46","54","268"
"RURAL","N","A","TÉCNICO/ACADÉMICO","CHOCO","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","M","Estrato 1","Siete","Cuatro","No","No","Si","54.0","59.0","54","48","44","258"
"RURAL","N","A","ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cuatro","Dos","No","No","No","54.0","67.0","59","63","65","314"
"URBANO","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","M","Estrato 3","Cuatro","Tres","No","Si","No","58.0","55.0","57","58","60","288"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","TARDE","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Seis","Tres","No","No","No","33.22","49.52",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","TARDE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Seis","Tres","No","No","No","52.0","61.0","38","50","55","256"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Cuatro","Dos","Si","No","No","47.15","50.67",,,,
"URBANO","N","A","ACADÉMICO","CESAR","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Postgrado","M","Estrato 3","Seis","Cuatro","Si","Si","Si","41.0","51.0",,,,
"URBANO","N","B","ACADÉMICO","CALDAS","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 6","3 a 4","Tres","Si","Si","Si","63.0","62.0","57","61","69","312"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Seis","Tres","No","No","Si","49.0","52.0","46","49","49","245"
"RURAL","","A","ACADÉMICO","BOLIVAR","MIXTO","TARDE","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Tres","No","Si","Si","48.0","37.0","54","31","59","227"
"RURAL","","A","ACADÉMICO","BOLIVAR","MIXTO","TARDE","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Tres","No","Si","Si","48.0","37.0","54","31","59","227"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Siete","Dos","No","No","No","45.0","49.0","44","36","48","222"
"URBANO","N","A","TÉCNICO/ACADÉMICO","QUINDIO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","Cuatro","Tres","No","No","No","27.0","45.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","Tres","Dos","No","No","No","39.0","46.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","MAGDALENA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","M","Estrato 1","Nueve","Dos","No","No","No","43.11","53.37",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","5 a 6","Dos","No","No","No","55.0","47.0","48","46","50","242"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","5 a 6","Dos","No","No","No","55.0","47.0","48","46","50","242"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica completa","Educación profesional completa","F","Estrato 3","1 a 2","Uno","No","Si","Si","71.0","63.0","45","48","59","275"
"URBANO","N","A","TÉCNICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Dos","No","No","No","43.0","67.0","57","49","54","278"
"RURAL","N","A","TÉCNICO","VICHADA","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Educación profesional completa","F","","5 a 6","Cuatro","No","Si","Si","51.0","40.0","48","54","59","252"
"URBANO","N","A","ACADÉMICO","MAGDALENA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cinco","Tres","Si","Si","Si","65.0","50.0","30","45","39","213"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","SABATINA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","3 a 4","Dos","No","No","No","51.0","44.0","45","47","47","231"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","SABATINA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","3 a 4","Dos","No","No","No","51.0","44.0","45","47","47","231"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Educación profesional completa","F","Estrato 2","Seis","Cuatro","Si","Si","Si","53.0","66.0","60","55","64","303"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","Tres","Dos","Si","Si","Si","43.0","60.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","RISARALDA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Técnica o tecnológica incompleta","F","Estrato 3","5 a 6","Cuatro","Si","Si","Si","51.0","55.0","58","50","64","282"
"RURAL","N","A","TÉCNICO","HUILA","MIXTO","COMPLETA","OFICIAL","Educación profesional completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Tres","No","No","No","37.0","37.0",,,,
"URBANO","N","A","ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","M","Estrato 2","Dos","Dos","No","Si","Si","40.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 5","Cinco","Tres","Si","Si","Si","65.0","72.0","52","57","65","309"
"URBANO","N","A","ACADÉMICO","LA GUAJIRA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 1","Cinco","Dos","No","No","No","35.31","39.12",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cuatro","Dos","No","No","Si","48.0","58.0","56","49","58","273"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cuatro","Dos","No","Si","No","36.0","45.0","46","54","57","247"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","3 a 4","Dos","No","Si","Si","63.0","83.0","73","69","76","372"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","3 a 4","Dos","No","Si","Si","63.0","83.0","73","69","76","372"
"RURAL","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 5","Seis","Tres","Si","Si","Si","52.0","87.0","67","86","59","365"
"URBANO","N","A","TÉCNICO/ACADÉMICO","QUINDIO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Dos","No","No","No","46.0","45.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 3","Cinco","Cinco","No","Si","Si","50.0","47.0","51","49","57","255"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","5 a 6","Dos","No","No","Si","39.0","39.0","43","43","45","211"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","1 a 2","Dos","No","Si","Si","74.0","62.0","71","63","59","323"
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Una","Uno","No","No","No","38.53","42.46",,,,
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Una","Uno","No","No","No","38.53","42.46",,,,
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Una","Uno","No","No","No","38.53","42.46",,,,
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Una","Uno","No","No","No","38.53","42.46",,,,
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Una","Uno","No","No","No","38.53","42.46",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 3","Tres","Dos","No","Si","Si","42.07","30.9",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","M","Estrato 1","Seis","Tres","No","No","No","45.0","47.0",,,,
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 6","Cinco","Tres","Si","Si","Si","59.67","58.05",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","TARDE","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cinco","Tres","No","Si","Si","64.0","70.0","58","52","54","295"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","TARDE","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cinco","Tres","No","Si","Si","64.0","70.0","58","52","54","295"
"URBANO","N","A","TÉCNICO","CESAR","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 2","Seis","Dos","No","Si","Si","48.0","33.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","Siete","Dos","No","Si","Si","45.84","39.25",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","M","Estrato 2","Cinco","Cuatro","No","Si","Si","41.0","45.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Tres","Dos","No","No","No","38.08","65.67",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","M","Estrato 3","Cuatro","Tres","Si","Si","Si","44.0","51.0","43","41","49","229"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","M","Estrato 2","Cuatro","Tres","No","Si","Si","46.0","58.0","57","68","60","298"
"URBANO","N","A","TÉCNICO/ACADÉMICO","QUINDIO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cinco","Tres","No","Si","No","38.0","42.0","60","41","57","245"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CHOCO","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","No sabe","M","Estrato 1","3 a 4","Cuatro","No","Si","Si","39.0","37.0","40","42","35","193"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CHOCO","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","No sabe","M","Estrato 1","3 a 4","Cuatro","No","Si","Si","39.0","37.0","40","42","35","193"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Postgrado","Secundaria (Bachillerato) completa","F","Estrato 2","Tres","Dos","Si","No","No","41.66","50.67",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","3 a 4","Cuatro","Si","Si","Si","64.0","61.0","64","63","63","314"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Postgrado","Educación profesional completa","M","Estrato 4","Cuatro","Tres","Si","Si","Si","74.0","74.0","77","76","74","375"
"RURAL","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","UNICA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 1","1 a 2","Dos","No","No","Si","43.0","30.0","41","48","44","205"
"RURAL","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","UNICA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 1","1 a 2","Dos","No","No","Si","43.0","30.0","41","48","44","205"
"RURAL","","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Ocho","Tres","No","No","No","41.0","35.0",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Siete","Dos","No","No","No","35.0","29.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA"," D.C.""","Tres","Secundaria (Bachillerato) incompleta","04/09/1996","Secundaria (Bachillerato) incompleta","Estrato 2","N","Ocho","No","No",,"46.0","43",,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","","","F","","","","","","","46.0","48.0","32","43","48","215"
"URBANO","","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 2","Cuatro","Tres","No","Si","Si","45.0","76.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","RISARALDA","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Ninguno","F","Estrato 1","Cinco","Dos","No","No","No","43.0","40.0",,,,
